Numéro;État courant;Motif de rejet;Commentaire de l'état;Type de demande de paiement;Type facture;Type de facture de travaux;Cadre de facturation;Date Fournisseur;Date de création;Date de dépôt;Date état courant;Date échéance paiement;Valideur 1 (date de validation);Valideur 2 (date de validation);Fournisseur (type d'identifiant);Fournisseur (identifiant);Fournisseur (désignation);Fournisseur (TVA intracommunautaire);Fournisseur (code service);Fournisseur (service);Destinataire (type d'identifiant);Destinataire (identifiant);Destinataire (désignation);Destinataire (TVA intracommunautaire);Destinataire (code service);Destinataire (service);Mode de dépôt;Mt HT;Mt TTC;Montant à payer;Montant TTC avant remise;Montant remise globale TTC;Motif;Montant TVA;Devise de la facture;Type de TVA;Motif d'éxoneration;Certificat de dépôt n°;Identifiant numérisation;Numéro de la facture d'origine;Numéro DP mandat;Numéro du bon de commande;Numéro de marché;Coordonnées bancaires;BIC ou Swift;Mode de règlement;Document précédent (numéro);Document précédent (type de pièce);Document suivant (numéro);Document suivant (type de pièce);Dossier de facturation;Commentaire;Numéro de lot transmis;Date modification;Telechargée;Emetteur (type d'identifiant);Emetteur (identifiant);Emetteur (désignation);Affactureur (type d'identifiant);Affactureur (identifiant);Affactureur (désignation);Maîtrise d’oeuvre (type d'identifiant);Maîtrise d’oeuvre (identifiant);Maîtrise d’oeuvre (désignation);Maîtrise d’oeuvre (TVA intracommunautaire);Maîtrise d'oeuvre (code service);Maîtrise d’oeuvre (service);Maîtrise d’ouvrage (type d'identifiant);Maîtrise d’ouvrage (identifiant);Maîtrise d’ouvrage (désignation);Maîtrise d’ouvrage (TVA intracommunautaire);Maîtrise d’ouvrage (code service);Maîtrise d’ouvrage (service);Valideur 1 (type d'identifiant);Valideur 1 (identifiant);Valideur 1 (désignation);Valideur 2 (type d'identifiant);Valideur 2 (identifiant);Valideur 2 (désignation);
"061062558";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/05/2020";"22/06/2020";"22/06/2020";"22/06/2020";"22/07/2020";"";"";"Structure avec N° SIRET";"42995529712359";"MANPOWER FRANCE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"6260.76";"7512.91";"7512.91";"7512.91";"";"";"1252.15";"Euro européen";"TVA sur les encaissements";"";"NXq37yEnr1aQO2s0fvSywI5xPqyD8ow8gGb1zxO5oxU=";"";"";"";"CBDC 0014539";"";"";"";"Virement";"";"";"";"";"";"";"";"22/06/2020";"Oui";"Structure avec N° SIRET";"42995529712359";"MANPOWER FRANCE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"8670/2020/05";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"22/06/2020";"22/06/2020";"22/06/2020";"01/08/2020";"22/07/2020";"";"";"Structure avec N° SIRET";"79084341100022";"DEMATHIEU BARD CONSTRUCTION";"FR67790843411";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1392742.29";"1705508.75";"1705508.75";"1705508.75";"";"";"312766.46";"Euro européen";"TVA sur les encaissements";"";"M/7Ln9mhwuixUDWq5e7/mZfOCboFQ0tbPYt8R/Pp66Y=";"";"";"";"CENG 1083";"2017PN002L01";"";"";"Virement";"";"";"";"";"";"";"";"01/08/2020";"Oui";"Structure avec N° SIRET";"79084341100022";"DEMATHIEU BARD CONSTRUCTION";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"INV-00760";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"15/05/2020";"22/06/2020";"22/06/2020";"22/06/2020";"22/07/2020";"";"";"Structure avec N° SIRET";"48114112500064";"BARTLE MANAGEMENT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"273";"327.6";"327.6";"327.6";"";"";"54.6";"Euro européen";"TVA sur les encaissements";"";"lFpXKhq5BJrIdSBNErNyT8/XW2Jz+4Lw6lJpqVVnrfc=";"";"";"";"CBDC 0017758";"2018PN006";"";"";"Virement";"";"";"";"";"";"";"";"26/06/2020";"Oui";"Structure avec N° SIRET";"48114112500064";"BARTLE MANAGEMENT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"INV-00761";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"15/05/2020";"22/06/2020";"22/06/2020";"22/06/2020";"22/07/2020";"";"";"Structure avec N° SIRET";"48114112500064";"BARTLE MANAGEMENT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"657.3";"788.76";"788.76";"788.76";"";"";"131.46";"Euro européen";"TVA sur les encaissements";"";"IlqKgDkXfdCmRrmC/zl4Ou3LKtUAbVf6YU5SGsr5ph4=";"";"";"";"CBDC 0017760";"2018PN006";"";"";"Virement";"";"";"";"";"";"";"";"26/06/2020";"Oui";"Structure avec N° SIRET";"48114112500064";"BARTLE MANAGEMENT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"INV-00762";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"15/05/2020";"22/06/2020";"22/06/2020";"22/06/2020";"22/07/2020";"";"";"Structure avec N° SIRET";"48114112500064";"BARTLE MANAGEMENT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"657.3";"788.76";"788.76";"788.76";"";"";"131.46";"Euro européen";"TVA sur les encaissements";"";"B8BESylPbZDlZv3wfr4Bp7E3oslKIsyRCoXqGKb8eRI=";"";"";"";"CBDC 0017761";"2018PN006";"";"";"Virement";"";"";"";"";"";"";"";"26/06/2020";"Oui";"Structure avec N° SIRET";"48114112500064";"BARTLE MANAGEMENT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0056567477";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"22/06/2020";"23/06/2020";"23/06/2020";"18/07/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"216099.05";"259318.86";"259318.86";"259318.86";"0";"Remise";"43219.81";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 9026";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000166994";"18/07/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5101511-G-40";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"11/06/2020";"23/06/2020";"23/06/2020";"09/07/2020";"23/07/2020";"";"";"Structure avec N° SIRET";"30258880100043";"LOUIS BERGER";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"5531.1";"6637.32";"6637.32";"6637.32";"";"";"1106.22";"Euro européen";"TVA sur les encaissements";"";"hjzFRVtkkS0PZ3ftE5xw1r0DTpt0AyqGZUAYzhPmJpU=";"";"";"";"CENG1340";"2015PN042L01";"FR30003035300002010015919";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"30258880100043";"LOUIS BERGER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A8016";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"24/06/2020";"23/06/2020";"24/06/2020";"07/07/2020";"24/07/2020";"";"";"Structure européenne hors France ";"GB447259917";"CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1695.96";"1695.96";"1695.96";"1695.96";"";"";"0";"Euro européen";"Sans TVA";"";"kqsBrPAbA4TQOzmtCh+/gufzmD+OU6lawkbyibFrSJY=";"";"";"";"A8016";"";"";"";"Virement";"";"";"";"";"";"";"";"07/07/2020";"Oui";"Structure européenne hors France ";"GB447259917";"CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"58VAL00062177";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"24/06/2020";"25/06/2020";"25/06/2020";"31/07/2020";"25/07/2020";"";"";"Structure avec N° SIRET";"38485370100090";"CBRE VALUATION";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"22000";"26400";"26400";"26400";"";"";"4400";"Euro européen";"TVA sur les encaissements";"";"1Lu8V35N3Nt2flOnN2hknd6IBNU+fxBGyINp/dN0N3c=";"";"";"";"CHMA 9063";"CHMA 9063 Consultation en stratégie immobilière";"";"";"Virement";"";"";"";"";"";"";"";"31/07/2020";"Oui";"Structure avec N° SIRET";"38485370100090";"CBRE VALUATION";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"200161668";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"25/06/2020";"25/06/2020";"25/06/2020";"08/09/2020";"25/07/2020";"";"";"Structure avec N° SIRET";"53511470600034";"GROUPE ID";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"105.1";"126.12";"126.12";"126.12";"";"";"21.02";"Euro européen";"TVA sur les encaissements";"";"JGIHHRj7qNJNXo4ejDJ+Y7wAU2wkqdifMMTtdG0aKQE=";"";"";"";"CHMA 9108";"";"";"";"Virement";"";"";"";"";"";"";"";"08/09/2020";"Oui";"Structure avec N° SIRET";"53511470600034";"GROUPE ID";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FC2020/06/710";"Rejetée";"";"Bonjour en tant que sous traitant vous ne pouvez pas déposer vous même vos factures sur chorus pro. C'est au titulaire du marché à déposer vos factures.";"Facture";"Facture";"";"A9: Dépôt d'une facture par un sous-traitant";"30/06/2020";"25/06/2020";"30/06/2020";"06/07/2020";"30/07/2020";"";"";"Structure avec N° SIRET";"78968808200039";"LAZIOU CONSEILS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"49046.25";"58855.5";"58855.5";"58855.5";"";"";"9809.25";"Euro européen";"TVA sur les encaissements";"";"/pn1+Bdzrz4P+IcgKYjvOkLocjpZBQWxC5mtyKppgGU=";"";"";"";"CBDC0015514";"";"";"";"Virement";"";"";"";"";"";"";"";"01/10/2020";"Oui";"Structure avec N° SIRET";"78968808200039";"LAZIOU CONSEILS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Structure avec N° SIRET";"44415916400193";"ASSYSTEM ENGINEERING AND OPERATION SCE";"";"";"";
"AN20005275";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"25/06/2020";"25/06/2020";"25/06/2020";"05/08/2020";"25/07/2020";"";"";"Structure avec N° SIRET";"39320673500598";"ANTEA FRANCE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"990";"1188";"1188";"1188";"";"";"198";"Euro européen";"TVA sur les encaissements";"";"6IORgX3IXodPonLorEvnpiouDVfYrGHBKYtPIk8UXGY=";"";"";"";"CBDC 0018487";"";"";"";"Virement";"";"";"";"";"";"";"";"05/08/2020";"Oui";"Structure avec N° SIRET";"39320673500598";"ANTEA FRANCE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"AN20005276";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"25/06/2020";"25/06/2020";"25/06/2020";"30/10/2020";"25/07/2020";"";"";"Structure avec N° SIRET";"39320673500598";"ANTEA FRANCE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"7095";"8514";"8514";"8514";"";"";"1419";"Euro européen";"TVA sur les encaissements";"";"DwyZOdwAJYXtn//oJRNeMQL+Epr8HRHhhElNJWIcwgo=";"";"";"";"CBDC 0017847";"";"";"";"Virement";"";"";"";"";"";"";"";"30/10/2020";"Oui";"Structure avec N° SIRET";"39320673500598";"ANTEA FRANCE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0056584811";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"25/06/2020";"26/06/2020";"26/06/2020";"08/08/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"3303.63";"3964.36";"3964.36";"3964.36";"0";"Remise";"660.73";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 9098";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000167152";"08/08/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10387";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"26/06/2020";"26/06/2020";"31/07/2020";"26/07/2020";"";"";"Structure avec N° SIRET";"54001844700032";"SILVIO D'ASCIA ARCHITECTURE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"78110.9";"78110.9";"78110.9";"78110.9";"";"";"0";"Euro européen";"TVA sur les encaissements";"";"3Esp90aOg9oODNft+ZGwIybCvEEEFKPKAug2NJWs3nM=";"";"";"";"CBDC 17020";"2015PN051";"";"";"Virement";"";"";"";"";"";"";"";"31/07/2020";"Oui";"Structure avec N° SIRET";"54001844700032";"SILVIO D'ASCIA ARCHITECTURE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2004233";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"28/05/2020";"29/06/2020";"29/06/2020";"29/06/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"32857908100022";"LPA CGR";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1180";"1416";"1416";"1416";"";"";"236";"Euro européen";"TVA sur les encaissements";"";"pSh2tWHqGdFNeJ+FXSCsIdN7nwkNwCLzIPOlBJKG3+s=";"";"";"";"CBDC 18099";"";"";"";"Virement";"";"";"";"";"";"";"";"07/07/2020";"Oui";"Structure avec N° SIRET";"32857908100022";"LPA CGR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2003689";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/05/2020";"29/06/2020";"29/06/2020";"29/06/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"32857908100022";"LPA CGR";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3800";"4560";"4560";"4560";"";"";"760";"Euro européen";"TVA sur les encaissements";"";"a+RBrn7dc3/8BZ1yLBQnfgyQBzBAWybN7BIxYUuNAAw=";"";"";"";"CBDC 17713";"";"";"";"Virement";"";"";"";"";"";"";"";"07/07/2020";"Oui";"Structure avec N° SIRET";"32857908100022";"LPA CGR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020306";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"29/06/2020";"29/06/2020";"29/06/2020";"10/12/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"80404392500010";"BAKARY";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"556.25";"667.5";"667.5";"667.5";"";"";"111.25";"Euro européen";"TVA sur les encaissements";"";"m1TvpgEz4yGtqwDbchjsrR+dBTIxjDKzv0L/0fuY9Vo=";"";"";"";"CHMP371";"";"";"";"Virement";"";"";"";"";"";"";"";"10/12/2020";"Oui";"Structure avec N° SIRET";"80404392500010";"BAKARY";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17330";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"09/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"11444.35";"13733.22";"13733.22";"13733.22";"";"";"2288.87";"Euro européen";"TVA sur les encaissements";"";"rsbr0SlFUIfMJxiwIoxxc2xAPTYZyevFwIXG4TnqY9Y=";"";"";"";"17238";"2016PN009L01";"";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17331";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"09/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"9968.18";"11961.82";"11961.82";"11961.82";"";"";"1993.64";"Euro européen";"TVA sur les encaissements";"";"ZpM+tKmSxixeL3WT6gdi9UO3dVhuDAUIZkb6gw78/Kw=";"";"";"";"17238";"2016PN009L01";"";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17332";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"09/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3724.38";"4469.26";"4469.26";"4469.26";"";"";"744.88";"Euro européen";"TVA sur les encaissements";"";"NeikQXLQFOHugiRDssQ7tXV0TG+8eZ9Y5iSYE3FYvN8=";"";"";"";"17238";"2016PN009L01";"";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17333";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"09/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"5665.92";"6799.1";"6799.1";"6799.1";"";"";"1133.18";"Euro européen";"TVA sur les encaissements";"";"DMOVRusgMqdrQjQHVDcss9mqaxZYGBplijFlgTHxZ2I=";"";"";"";"17238";"2016PN009L01";"";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17334";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"09/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"17456.14";"20947.37";"20947.37";"20947.37";"";"";"3491.23";"Euro européen";"TVA sur les encaissements";"";"bndm/Q2Aq2QBG7P6tW+RwpJWfEaFKEB+N7R7l+mnoro=";"";"";"";"17238";"2016PN009L01";"";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17335";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"09/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"13715.12";"16458.15";"16458.15";"16458.15";"";"";"2743.03";"Euro européen";"TVA sur les encaissements";"";"jIrdLzgppOJcfeqcYd0Fo8v9OfEDd6lALyQGyEQStsk=";"";"";"";"17242";"2016PN009L01";"";"";"Virement";"";"";"";"";"";"";"";"09/07/2020";"Oui";"Structure avec N° SIRET";"38409646700095";"SOCIETE SAURET CONSULTANTS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20-1718";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"29/06/2020";"29/06/2020";"29/06/2020";"23/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"44413034800048";"METROPOLE ATELIER";"FR26444130348";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"2364.3";"2837.16";"2364.3";"2837.16";"";"";"472.86";"Euro européen";"TVA sur les encaissements";"";"ruLIUDQisFWZpqIWlLHXu0sdDdeOT5FP4p+wEI/dCZU=";"";"";"";"CBDC 0015502";"2014AOO010";"";"";"Virement";"";"";"";"";"";"";"";"23/07/2020";"Oui";"Structure avec N° SIRET";"44413034800048";"METROPOLE ATELIER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020-69";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"29/06/2020";"29/06/2020";"29/06/2020";"05/08/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"52182062100030";"ESP CONSEIL";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"2050";"2460";"2460";"2460";"";"";"410";"Euro européen";"TVA sur les encaissements";"";"PPl/7Z6jpUCuYYfRJPtNeDVjPDk+ei6YRb5OgIgF058=";"";"";"";"CBDC0015266";"2018MAPA021";"FR13306000240007049371374";"";"Virement";"";"";"";"";"";"";"";"05/08/2020";"Oui";"Structure avec N° SIRET";"52182062100030";"ESP CONSEIL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20-1721";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"16/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"44413034800048";"METROPOLE ATELIER";"FR26444130348";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"30646.18";"36775.42";"30646.18";"36775.42";"";"";"6129.24";"Euro européen";"TVA sur les encaissements";"";"AnWPjM4LJ+dIb4TCWUb0SXtEeE7oAK8BgJLGBk+KTBA=";"";"";"";"CBDC 0017436";"2014AOO010";"";"";"Virement";"";"";"";"";"";"";"";"16/07/2020";"Oui";"Structure avec N° SIRET";"44413034800048";"METROPOLE ATELIER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20-1715";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"26/06/2020";"29/06/2020";"29/06/2020";"11/07/2020";"29/07/2020";"";"";"Structure avec N° SIRET";"44413034800048";"METROPOLE ATELIER";"FR26444130348";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"19810.06";"23772.07";"19810.06";"23772.07";"";"";"3962.01";"Euro européen";"TVA sur les encaissements";"";"uLxvtwHwPNDVv0hkNp9hb/aUP+UvyViH4UKKqcjNjuw=";"";"";"";"CBDC  0017596";"2014AOO010";"";"";"Virement";"";"";"";"";"";"";"";"11/07/2020";"Oui";"Structure avec N° SIRET";"44413034800048";"METROPOLE ATELIER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
